pfam02950	Conotoxin
pfam04595	Poxvirus I6-like family
pfam15507	Domain of unknown function (DUF4649)
pfam19207	Family of unknown function (DUF5879)
pfam08250	Sperm-activating peptides
pfam01532	Glycosyl hydrolase family 47
pfam09402	Man1-Src1p-C-terminal domain
pfam17468	Phage gene product 52
pfam13356	Arm DNA-binding domain
pfam06115	Domain of unknown function (DUF956)
pfam02074	Carboxypeptidase Taq (M32) metallopeptidase
pfam11912	Protein of unknown function (DUF3430)
pfam09270	Beta-trefoil DNA-binding domain
pfam01661	Macro domain
pfam11595	Protein of unknown function (DUF3245)
pfam05806	Noggin
pfam00310	Glutamine amidotransferases class-II
pfam09011	HMG-box domain
pfam12322	T4 bacteriophage base plate protein
pfam05520	Citrus tristeza virus P18 protein
pfam07463	NUMOD4 motif
pfam13981	SopA-like central domain
pfam04960	Glutaminase
pfam10985	Protein of unknown function (DUF2805)
pfam20098	Family of unknown function (DUF6488)
pfam06819	Archaeal Peptidase A24 C-terminal Domain
pfam05171	Haemin-degrading HemS.ChuX domain
pfam06635	Nodulation protein NolV
pfam07206	Baculovirus late expression factor 10 (LEF-10)
pfam19333	Failed axon connections homolog N-terminus
pfam19301	LigXa C-terminal domain like
pfam13754	Domain of unknown function
pfam10000	ACT domain
pfam04904	NAB conserved region 1 (NCD1)
pfam02421	Ferrous iron transport protein B
pfam12067	Sox 17/18 central domain
pfam06857	Malonate decarboxylase delta subunit (MdcD)
pfam03880	DbpA RNA binding domain   
pfam14861	Plant antimicrobial peptide
pfam09338	Glycine/sarcosine/betaine reductase component B subunits
pfam16692	Folliculin C-terminal domain
pfam08180	B melanoma antigen family
pfam14999	Shadow of prion protein, neuroprotective
pfam00077	Retroviral aspartyl protease
pfam00558	Vpu protein
pfam09851	Short C-terminal domain
pfam14715	N-terminal domain of cytochrome oxidase-cbb3, FixP 
pfam06370	Protein of unknown function (DUF1069)
pfam07150	Protein of unknown function (DUF1390)
pfam10948	Protein of unknown function (DUF2635)
pfam05880	Fijivirus 64 kDa capsid protein
pfam00629	MAM domain, meprin/A5/mu
pfam02890	Borrelia family of unknown function DUF226
pfam03171	2OG-Fe(II) oxygenase superfamily
pfam00175	Oxidoreductase NAD-binding domain 
pfam10553	MSV199 domain
pfam15754	Sperm equatorial segment protein 1
pfam00943	Alphavirus E2 glycoprotein
pfam16307	Domain of unknown function (DUF4949)
pfam12165	Alfin 
pfam11479	RNA silencing suppressor P21 C-terminal domain
pfam08106	Formaecin family
pfam03806	AbgT putative transporter family
pfam06017	Unconventional myosin tail, actin- and lipid-binding
pfam01739	CheR methyltransferase, SAM binding domain
pfam19950	Family of unknown function (DUF6412)
pfam08621	RPAP1-like, N-terminal
pfam08907	Domain of unknown function (DUF1853)
pfam15981	Envelope glycoprotein GP 5 of equine arteritis virus
pfam03520	KCNQ voltage-gated potassium channel
pfam06059	Domain of Unknown Function (DUF930)
pfam07280	Per os infectivity factor AC110
pfam16233	Domain of unknown function (DUF4893)
pfam10086	YhfC intramembrane metalloprotease
pfam12991	Domain of unknown function, B. Theta Gene description (DUF3875)
pfam12869	tRNA_anti-like
pfam18970	Family of unknown function (DUF5709)
pfam16201	Nucleolar pre-ribosomal-associated protein 1
pfam01747	ATP-sulfurylase
pfam00879	Defensin propeptide
pfam15356	Psoriasis susceptibility locus 2
pfam00570	HRDC domain
pfam05362	Lon protease (S16) C-terminal proteolytic domain
pfam09837	Uncharacterized protein conserved in bacteria (DUF2064)
pfam06358	Protein of unknown function (DUF1065)
pfam08675	RNA binding domain
pfam07178	TraL protein
pfam04406	Type IIB DNA topoisomerase
pfam12560	RAG1 importin binding
pfam10507	Transmembrane protein 65 
pfam17945	Beta/Gamma crystallin
pfam15236	Coiled-coil domain-containing protein 66
pfam09849	Uncharacterized protein conserved in bacteria (DUF2076)
pfam03829	PTS system glucitol/sorbitol-specific IIA component
pfam08129	Alpha/beta enterocin family
pfam09655	Conserved nitrate reductase-associated protein (Nitr_red_assoc)
pfam17173	Domain of unknown function (DUF5129)
pfam07555	beta-N-acetylglucosaminidase 
pfam16353	Domain of unknown function (DUF4981)
pfam03782	AMOP domain
pfam19978	Tail virion protein G7P
pfam08953	Domain of unknown function (DUF1899)
pfam06041	Bacterial protein of unknown function (DUF924)
pfam15461	Beta-carotene 15,15'-dioxygenase
pfam14268	YoaP-like
pfam02599	Global regulator protein family
pfam17836	PglD N-terminal domain
pfam18543	Intracellular delivery domain
pfam05589	Protein of unknown function (DUF768)
pfam18958	Putative zinc dependent peptidase (DUF5700)
pfam09973	Predicted membrane protein (DUF2208)
pfam00606	Herpesvirus Glycoprotein B ectodomain
pfam04263	Thiamin pyrophosphokinase, catalytic domain
pfam03125	C. elegans Sre G protein-coupled chemoreceptor
pfam09145	Ubiquitin-associated
pfam08548	Peptidase M10 serralysin C terminal
pfam00121	Triosephosphate isomerase
pfam08825	E2 binding domain
pfam19253	Family of unknown function (DUF5900)
pfam03589	Antitermination protein
pfam08278	DNA primase DnaG DnaB-binding 
pfam09039	Mu DNA binding, I gamma subdomain
pfam17988	VEGFR-2 Transmembrane domain
pfam11190	Protein of unknown function (DUF2976)
pfam02792	Mago nashi protein
pfam01865	Protein of unknown function DUF47
pfam05125	Phage major capsid protein, P2 family 
pfam18273	Type III R-M EcoP15I C-terminal domain
pfam09047	MEF2 binding
pfam09258	Glycosyl transferase family 64 domain
pfam04480	Protein of unknown function (DUF559)
pfam10465	PinA peptidase inhibitor 
pfam16930	Putative porin
pfam07983	X8 domain
pfam05679	Chondroitin N-acetylgalactosaminyltransferase
pfam05782	Extracellular matrix protein 1 (ECM1)
pfam12735	TRAPP trafficking subunit Trs65
pfam06510	Protein of unknown function (DUF1102)
pfam02475	Met-10+ like-protein
pfam07229	VirE2
pfam01169	Uncharacterized protein family UPF0016
pfam14665	Rapamycin-insensitive companion of mTOR, phosphorylation-site
pfam05829	Adenovirus late L2 mu core protein (Protein X)
pfam00680	Viral RNA-dependent RNA polymerase
pfam13236	Clustered mitochondria
pfam04591	Protein of unknown function, DUF596
pfam16808	Coiled-coil N-terminus of cGMP-dependent protein kinase
pfam09188	Domain of unknown function (DUF1951)
pfam08585	RecQ mediated genome instability protein
pfam20014	GTPase-associated protein 1, middle domain
pfam06831	Formamidopyrimidine-DNA glycosylase H2TH domain
pfam06803	Protein of unknown function (DUF1232)
pfam03362	Herpesvirus UL47 protein
pfam17046	SesB domain on fungal death-pathway protein
pfam19183	Family of unknown function (DUF5865)
pfam00240	Ubiquitin family
pfam18216	N-formyltransferase dimerization C-terminal domain
pfam12096	Protein of unknown function (DUF3572)
pfam10981	Protein of unknown function (DUF2788)
pfam19493	Trypsin-co-occurring domain 1
pfam12757	Eisosome protein 1 
pfam13985	YbgS-like protein
pfam14169	Cold-inducible protein YdjO
pfam01665	Rotavirus non-structural protein NSP3
pfam03310	Caulimovirus DNA-binding protein
pfam09015	NgoMIV restriction enzyme
pfam11591	Ferredoxin chloroplastic transit peptide
pfam06389	Filovirus membrane-associated protein VP24
pfam10356	Protein of unknown function (DUF2034)
pfam09498	Protein of unknown function (DUF2388)
pfam05879	Root hair defective 3 GTP-binding protein (RHD3)
pfam12719	Nuclear condensing complex subunits, C-term domain
pfam13064	Protein of unknown function (DUF3927)
pfam15086	Uncharacterised protein family UPF0542
pfam05629	Nanovirus component 8 (C8) protein
pfam00880	Nebulin repeat
pfam14865	Macin
pfam16608	TNRC6-PABC binding domain
pfam15948	Domain of unknown function (DUF4756)
pfam18223	Pili PilJ C-terminal domain
pfam03077	Putative vacuolating cytotoxin
pfam07279	Protein of unknown function (DUF1442)
pfam02425	Paralytic/GBP/PSP peptide
pfam18989	Family of unknown function (DUF5722)
pfam04190	Golgi to ER traffic protein 4
pfam05558	DREPP plasma membrane polypeptide
pfam06631	Protein of unknown function (DUF1154)
pfam19305	MmgE/PrpD C-terminal domain
pfam07742	BTG family
pfam08228	RNase P subunit Pop3
pfam05943	EvpB/VC_A0108, tail sheath N-terminal domain
pfam06603	UpxZ family of transcription anti-terminator antagonists
pfam10754	Protein of unknown function (DUF2569)
pfam13000	Acetyl-coenzyme A transporter 1
pfam11480	Colicin-E5 Imm protein
pfam15553	Testis-expressed protein 19
pfam05175	Methyltransferase small domain
pfam20002	FtsH ternary system domain X3-analog
pfam09923	Uncharacterized protein conserved in bacteria (DUF2155)
pfam03943	TAP C-terminal domain
pfam15000	Tumour suppressor candidate 2
pfam01268	Formate--tetrahydrofolate ligase
pfam12161	HsdM N-terminal domain
pfam09637	Med18 protein
pfam07537	CamS sex pheromone cAM373 precursor
pfam06769	YoeB-like toxin of bacterial type II toxin-antitoxin system
pfam08875	Domain of unknown function (DUF1833)
pfam00171	Aldehyde dehydrogenase family
pfam09289	Follistatin/Osteonectin-like EGF domain
pfam17116	Domain of unknown function (DUF5103)
pfam13553	Function to find
pfam03175	DNA polymerase type B, organellar and viral
pfam17917	RNase H-like domain found in reverse transcriptase
pfam11263	Borrelia burgdorferi attachment protein P66 
pfam05077	Protein of unknown function (DUF678)
pfam13948	Domain of unknown function (DUF4215)
pfam19928	Domain of unknown function (DUF6391)
pfam09649	Histone chaperone domain CHZ
pfam07549	SecD/SecF GG Motif
pfam03629	Carbohydrate esterase, sialic acid-specific acetylesterase
pfam14711	Respiratory nitrate reductase beta C-terminal
pfam03558	TBSV core protein P21/P22
pfam20144	TIG domain
pfam09855	Nucleic-acid-binding protein containing Zn-ribbon domain (DUF2082)
pfam17959	EF-hand domain
pfam08179	Small acid-soluble spore protein P family
pfam11406	Antimicrobial peptide tachystatin A
pfam16790	Bacteriophage clamp loader A subunit
pfam09117	MiAMP1
pfam03879	Cgr1 family
pfam09916	Uncharacterized protein conserved in bacteria (DUF2145)
pfam19536	POU domain, class 2, transcription factor 1 C-terminal
pfam17636	Viral Unique Long protein 21a
pfam15064	Cation channel sperm-associated protein subunit gamma
pfam16205	Ribosomal_S17 N-terminal
pfam06444	NADH dehydrogenase subunit 2 C-terminus
pfam13086	AAA domain
pfam12995	Domain of unknown function, E. rectale Gene description (DUF3879)
pfam17123	RING-like zinc finger
pfam15985	KH domain
pfam09159	Mitochondrial resolvase Ydc2 / RNA splicing MRS1
pfam12512	Protein of unknown function (DUF3717) 
pfam00520	Ion transport protein
pfam05310	Tenuivirus movement protein
pfam00806	Pumilio-family RNA binding repeat
pfam02932	Neurotransmitter-gated ion-channel transmembrane region
pfam07128	Protein of unknown function (DUF1380)
pfam08625	Utp13 specific WD40 associated domain
pfam12254	DNA polymerase alpha subunit p180 N terminal
pfam16549	Type II secretion system (T2SS) pilotin, S protein
pfam14897	EpsG family
pfam11596	Protein of unknown function (DUF3246)
pfam05805	L6 membrane protein
pfam04652	Vta1 like
pfam18211	Csm1 subunit domain B
pfam06959	RecQ helicase protein-like 5 (RecQ5)
pfam10187	FAM192A/Fyv6, N-terminal domain
pfam18070	CRISPR-Cas9 PI domain
pfam10986	Protein of unknown function (DUF2796)
pfam12091	Protein of unknown function (DUF3567)
pfam16537	Type II secretion system protein B 
pfam15081	Domain of unknown function (DUF4548)
pfam17769	Phosphoribosylaminoimidazole carboxylase C-terminal domain
pfam06917	Periplasmic pectate lyase
pfam13355	ARC6-like, IMS domain
pfam08007	Cupin superfamily protein
pfam10351	Golgi-body localisation protein domain
pfam19050	PhoD related phosphatase
pfam06116	Transcriptional activator RinB
pfam11852	Domain of unknown function (DUF3372)
pfam00043	Glutathione S-transferase, C-terminal domain
pfam19379	Family of unknown function (DUF5954)
pfam18317	Shikimate 5'-dehydrogenase C-terminal domain
pfam15194	TMEM191C family
pfam16128	Domain of unknown function (DUF4840)
pfam01697	Glycosyltransferase family 92
pfam04142	Nucleotide-sugar transporter
pfam05109	Herpes virus major outer envelope glycoprotein (BLLF1)
pfam10257	Retinoic acid induced 16-like protein
pfam10048	Predicted integral membrane protein (DUF2282)
pfam07790	Archaeal Type IV pilin, N-terminal 
pfam18359	Histone methyltransferase Tudor domain 1
pfam06636	Protein of unknown function (DUF1157)
pfam17444	Uncharacterized YhdX-like
pfam07205	Domain of unknown function (DUF1413)
pfam00452	Apoptosis regulator proteins, Bcl-2 family
pfam06123	Inner membrane protein CreD
pfam14099	Polysaccharide lyase
pfam17111	Fungal N-terminal domain of STAND proteins
pfam00176	SNF2-related domain
pfam00977	Histidine biosynthesis protein
pfam17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain
pfam12967	Domain of Unknown Function with PDB structure (DUF3855)
pfam19810	Family of unknown function (DUF6293)
pfam04004	Leo1-like protein
pfam12166	Piezo non-specific cation channel, R-Ras-binding domain
pfam01302	CAP-Gly domain
pfam13194	Domain of unknown function (DUF4010)
pfam18894	Putative phage metallopeptidase
pfam14716	Helix-hairpin-helix domain
pfam08809	Phage related hypothetical protein (DUF1799)
pfam03109	ABC1 atypical kinase-like domain
pfam16742	N-terminus of interleukin 17 receptor D
pfam19503	Family of unknown function (DUF6037)
pfam17603	Family of unknown function (DUF5499)
pfam04728	Lipoprotein leucine-zipper
pfam19531	Family of unknown function (DUF6058)
pfam17631	Family of unknown function (DUF5512)
pfam10838	Protein of unknown function (DUF2677)
pfam13081	Domain of unknown function (DUF3941)
pfam04060	Putative Fe-S cluster
pfam15355	Stretch-responsive small skeletal muscle X protein, Chisel
pfam11401	Tetrabrachion
pfam01773	Na+ dependent nucleoside transporter N-terminus
pfam09911	Uncharacterized protein conserved in bacteria (DUF2140)
pfam11433	Protein of unknown function (DUF3198)
pfam07608	Protein of unknown function (DUF1571)
pfam08105	Metchnikowin family
pfam09508	Lacto-N-biose phosphorylase N-terminal TIM barrel domain
pfam17562	Styelin
pfam19662	Family of unknown function (DUF6165)
pfam00801	PKD domain
pfam14314	Virus-capping methyltransferase
pfam03805	Cytoadherence-linked asexual protein
pfam11012	Protein of unknown function (DUF2850)
pfam00833	Ribosomal S17
pfam02974	Protease inhibitor Inh
pfam14723	Sperm-specific antigen 2 C-terminus
pfam10964	Protein of unknown function (DUF2766)
pfam11778	Septation initiation
pfam16279	Domain of unknown function (DUF4927)
pfam16983	Molybdate transporter of MFS superfamily
pfam07930	D-aminopeptidase, domain B
pfam14773	Helicase-associated putative binding domain, C-terminal
pfam02924	Bacteriophage lambda head decoration protein D
pfam10118	Predicted metal-dependent hydrolase
pfam04433	SWIRM domain
pfam19610	Family of unknown function (DUF6115)
pfam17510	Gene product 44
pfam16229	Domain of unknown function (DUF4888)
pfam11060	Protein of unknown function (DUF2861)
pfam11728	Putative aromatic acid exporter C-terminal domain
pfam05208	ALG3 protein
pfam00113	Enolase, C-terminal TIM barrel domain
pfam18694	Transactive response DNA-binding protein N-terminal domain
pfam06988	NifT/FixU protein
pfam04778	LMP repeated region
pfam14438	Ataxin 2 SM domain
pfam15231	Variable charge X/Y family
pfam08609	Nucleotide exchange factor Fes1
pfam01314	Aldehyde ferredoxin oxidoreductase, domains 2 & 3
pfam01723	Chorion protein
pfam15203	TMEM95 family
pfam04012	PspA/IM30 family
pfam11004	3-deoxy-D-manno-oct-2-ulosonic acid (Kdo) hydroxylase
pfam17803	Bacterial cadherin-like domain
pfam15349	DDB1- and CUL4-associated factor 16
pfam17831	Pyruvate dehydrogenase E1 component middle domain
pfam14302	Domain of unknown function (DUF4377)
pfam10638	Spindle body associated protein C-terminus  
pfam01099	Uteroglobin family
pfam18388	Atg29 N-terminal domain
pfam13484	4Fe-4S double cluster binding domain
pfam15466	Domain of unknown function (DUF4635)
pfam06046	Exocyst complex component Sec6
pfam19130	Family of unknown function (DUF5813)
pfam03605	Anaerobic c4-dicarboxylate membrane transporter
pfam00927	Transglutaminase family, C-terminal ig like domain
pfam07808	RED-like protein N-terminal region
pfam19862	Family of unknown function (DUF6336)
pfam00601	Influenza non-structural protein (NS2)
pfam00126	Bacterial regulatory helix-turn-helix protein, lysR family
pfam00633	Helix-hairpin-helix motif
pfam15337	Vascular protein family Vasculin-like 1
pfam01716	Manganese-stabilising protein / photosystem II polypeptide
pfam08383	Maf N-terminal region
pfam13337	Putative ATP-dependent Lon protease
pfam12494	Protein of unknown function (DUF3695) 
pfam11142	Protein of unknown function (DUF2917)
pfam14697	4Fe-4S dicluster domain
pfam06945	Protein of unknown function (DUF1289)
pfam05605	Drought induced 19 protein (Di19), zinc-binding
pfam02740	Colipase, C-terminal domain
pfam04852	Protein of unknown function (DUF640)
pfam06173	Protein of unknown function (DUF986)
pfam16555	Gram-positive pilin subunit D1, N-terminal domain
pfam07353	Uroplakin II
pfam19329	BTB/POZ domain-containing protein KCTD11/21 C-terminus
pfam13349	Putative adhesin
